,sheet,row_id,code,pathogen,activity,item,item_value,timestamp
1029,25-30,8,I76NS_259P1,Escherichia coli CE5556 ,gentamicin,1,-,2025-12-20_22:00:59
1030,25-30,9,I76NS_259P1,Escherichia coli 20574/C,MIC,1,16,2025-12-20_22:00:59
1031,25-30,9,I76NS_259P1,Escherichia coli 20574/C,MIC,2,16,2025-12-20_22:00:59
1032,25-30,9,I76NS_259P1,Escherichia coli 20574/C,MIC,3,16,2025-12-20_22:00:59
1033,25-30,9,I76NS_259P1,Escherichia coli 20574/C,MBC,1,32,2025-12-20_22:00:59
1034,25-30,9,I76NS_259P1,Escherichia coli 20574/C,MBC,2,32,2025-12-20_22:00:59
1035,25-30,9,I76NS_259P1,Escherichia coli 20574/C,MBC,3,32,2025-12-20_22:00:59
1036,25-30,9,I76NS_259P1,Escherichia coli 20574/C,MICb,1,-,2025-12-20_22:00:59
1037,25-30,9,I76NS_259P1,Escherichia coli 20574/C,MICb,2,-,2025-12-20_22:00:59
1038,25-30,9,I76NS_259P1,Escherichia coli 20574/C,MICb,3,-,2025-12-20_22:00:59
1039,25-30,9,I76NS_259P1,Escherichia coli 20574/C,gentamicin,1,-,2025-12-20_22:00:59
1040,25-30,10,I76NS_259P1,Pseudomonas aeruginosa R,MIC,1,32,2025-12-20_22:00:59
1041,25-30,10,I76NS_259P1,Pseudomonas aeruginosa R,MIC,2,32,2025-12-20_22:00:59
1042,25-30,10,I76NS_259P1,Pseudomonas aeruginosa R,MIC,3,64,2025-12-20_22:00:59
1043,25-30,10,I76NS_259P1,Pseudomonas aeruginosa R,MBC,1,32,2025-12-20_22:00:59
1044,25-30,10,I76NS_259P1,Pseudomonas aeruginosa R,MBC,2,32,2025-12-20_22:00:59
1045,25-30,10,I76NS_259P1,Pseudomonas aeruginosa R,MBC,3,128,2025-12-20_22:00:59
1046,25-30,10,I76NS_259P1,Pseudomonas aeruginosa R,MICb,1,-,2025-12-20_22:00:59
1047,25-30,10,I76NS_259P1,Pseudomonas aeruginosa R,MICb,2,-,2025-12-20_22:00:59
1048,25-30,10,I76NS_259P1,Pseudomonas aeruginosa R,MICb,3,-,2025-12-20_22:00:59
1049,25-30,10,I76NS_259P1,Pseudomonas aeruginosa R,gentamicin,1,-,2025-12-20_22:00:59
1050,25-30,11,I76NS_259P1,Proteus mirabilis 16585/B,MIC,1,>128,2025-12-20_22:00:59
1051,25-30,11,I76NS_259P1,Proteus mirabilis 16585/B,MIC,2,>128,2025-12-20_22:00:59
1052,25-30,11,I76NS_259P1,Proteus mirabilis 16585/B,MIC,3,>128,2025-12-20_22:00:59
1053,25-30,11,I76NS_259P1,Proteus mirabilis 16585/B,MBC,1,>128,2025-12-20_22:00:59
1054,25-30,11,I76NS_259P1,Proteus mirabilis 16585/B,MBC,2,>128,2025-12-20_22:00:59
1055,25-30,11,I76NS_259P1,Proteus mirabilis 16585/B,MBC,3,>128,2025-12-20_22:00:59
1056,25-30,11,I76NS_259P1,Proteus mirabilis 16585/B,MICb,1,-,2025-12-20_22:00:59
1057,25-30,11,I76NS_259P1,Proteus mirabilis 16585/B,MICb,2,-,2025-12-20_22:00:59
1058,25-30,11,I76NS_259P1,Proteus mirabilis 16585/B,MICb,3,-,2025-12-20_22:00:59
1059,25-30,11,I76NS_259P1,Proteus mirabilis 16585/B,gentamicin,1,-,2025-12-20_22:00:59
1060,25-30,12,I76NS_259P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MIC,1,16,2025-12-20_22:00:59
1061,25-30,12,I76NS_259P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MIC,2,16,2025-12-20_22:00:59
1062,25-30,12,I76NS_259P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MIC,3,16,2025-12-20_22:00:59
1063,25-30,12,I76NS_259P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MBC,1,16,2025-12-20_22:00:59
1064,25-30,12,I76NS_259P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MBC,2,16,2025-12-20_22:00:59
1065,25-30,12,I76NS_259P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MBC,3,16,2025-12-20_22:00:59
1066,25-30,12,I76NS_259P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MICb,1,-,2025-12-20_22:00:59
1067,25-30,12,I76NS_259P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MICb,2,-,2025-12-20_22:00:59
1068,25-30,12,I76NS_259P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MICb,3,-,2025-12-20_22:00:59
1069,25-30,12,I76NS_259P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),gentamicin,1,-,2025-12-20_22:00:59
1070,25-30,13,I76NS_259P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),MIC,1,>128,2025-12-20_22:00:59
1071,25-30,13,I76NS_259P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),MIC,2,>128,2025-12-20_22:00:59
1072,25-30,13,I76NS_259P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),MIC,3,>128,2025-12-20_22:00:59
1073,25-30,13,I76NS_259P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),MBC,1,>128,2025-12-20_22:00:59
1074,25-30,13,I76NS_259P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),MBC,2,>128,2025-12-20_22:00:59
1075,25-30,13,I76NS_259P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),MBC,3,>128,2025-12-20_22:00:59
1076,25-30,13,I76NS_259P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),MICb,1,-,2025-12-20_22:00:59
1077,25-30,13,I76NS_259P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),MICb,2,-,2025-12-20_22:00:59
1078,25-30,13,I76NS_259P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),MICb,3,-,2025-12-20_22:00:59
1079,25-30,13,I76NS_259P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),gentamicin,1,-,2025-12-20_22:00:59
1080,25-30,14,I76NS_259P1,Klebsiella pneumoniae NCTC 13443 (NDM-1),MIC,1,64,2025-12-20_22:00:59
1081,25-30,14,I76NS_259P1,Klebsiella pneumoniae NCTC 13443 (NDM-1),MIC,2,64,2025-12-20_22:00:59
1082,25-30,14,I76NS_259P1,Klebsiella pneumoniae NCTC 13443 (NDM-1),MIC,3,128,2025-12-20_22:00:59
1083,25-30,14,I76NS_259P1,Klebsiella pneumoniae NCTC 13443 (NDM-1),MBC,1,128,2025-12-20_22:00:59
1084,25-30,14,I76NS_259P1,Klebsiella pneumoniae NCTC 13443 (NDM-1),MBC,2,128,2025-12-20_22:00:59
1085,25-30,14,I76NS_259P1,Klebsiella pneumoniae NCTC 13443 (NDM-1),MBC,3,128,2025-12-20_22:00:59
1086,25-30,14,I76NS_259P1,Klebsiella pneumoniae NCTC 13443 (NDM-1),MICb,1,-,2025-12-20_22:00:59
1087,25-30,14,I76NS_259P1,Klebsiella pneumoniae NCTC 13443 (NDM-1),MICb,2,-,2025-12-20_22:00:59
1088,25-30,14,I76NS_259P1,Klebsiella pneumoniae NCTC 13443 (NDM-1),MICb,3,-,2025-12-20_22:00:59
1089,25-30,14,I76NS_259P1,Klebsiella pneumoniae NCTC 13443 (NDM-1),gentamicin,1,-,2025-12-20_22:00:59
1090,25-30,15,I76NS_259P1,Acinetobacter baumannii NCTC 13301 (OXA-23 + OXA-51-like),MIC,1,64,2025-12-20_22:00:59
1091,25-30,15,I76NS_259P1,Acinetobacter baumannii NCTC 13301 (OXA-23 + OXA-51-like),MIC,2,64,2025-12-20_22:00:59
1092,25-30,15,I76NS_259P1,Acinetobacter baumannii NCTC 13301 (OXA-23 + OXA-51-like),MIC,3,64,2025-12-20_22:00:59
1093,25-30,15,I76NS_259P1,Acinetobacter baumannii NCTC 13301 (OXA-23 + OXA-51-like),MBC,1,64,2025-12-20_22:00:59
1094,25-30,15,I76NS_259P1,Acinetobacter baumannii NCTC 13301 (OXA-23 + OXA-51-like),MBC,2,128,2025-12-20_22:00:59
1095,25-30,15,I76NS_259P1,Acinetobacter baumannii NCTC 13301 (OXA-23 + OXA-51-like),MBC,3,128,2025-12-20_22:00:59
1096,25-30,15,I76NS_259P1,Acinetobacter baumannii NCTC 13301 (OXA-23 + OXA-51-like),MICb,1,-,2025-12-20_22:00:59
1097,25-30,15,I76NS_259P1,Acinetobacter baumannii NCTC 13301 (OXA-23 + OXA-51-like),MICb,2,-,2025-12-20_22:00:59
1098,25-30,15,I76NS_259P1,Acinetobacter baumannii NCTC 13301 (OXA-23 + OXA-51-like),MICb,3,-,2025-12-20_22:00:59
1099,25-30,15,I76NS_259P1,Acinetobacter baumannii NCTC 13301 (OXA-23 + OXA-51-like),gentamicin,1,-,2025-12-20_22:00:59
1100,25-30,16,I76NS_259P1,Candida albicans ATCC 90028 = CCM 8161,MIC,1,8,2025-12-20_22:00:59
1101,25-30,16,I76NS_259P1,Candida albicans ATCC 90028 = CCM 8161,MIC,2,8,2025-12-20_22:00:59
1102,25-30,16,I76NS_259P1,Candida albicans ATCC 90028 = CCM 8161,MIC,3,16,2025-12-20_22:00:59
1103,25-30,16,I76NS_259P1,Candida albicans ATCC 90028 = CCM 8161,MBC,1,16,2025-12-20_22:00:59
1104,25-30,16,I76NS_259P1,Candida albicans ATCC 90028 = CCM 8161,MBC,2,16,2025-12-20_22:00:59
1105,25-30,16,I76NS_259P1,Candida albicans ATCC 90028 = CCM 8161,MBC,3,32,2025-12-20_22:00:59
1106,25-30,16,I76NS_259P1,Candida albicans ATCC 90028 = CCM 8161,MICb,1,-,2025-12-20_22:00:59
1107,25-30,16,I76NS_259P1,Candida albicans ATCC 90028 = CCM 8161,MICb,2,-,2025-12-20_22:00:59
1108,25-30,16,I76NS_259P1,Candida albicans ATCC 90028 = CCM 8161,MICb,3,-,2025-12-20_22:00:59
1109,25-30,16,I76NS_259P1,Candida albicans ATCC 90028 = CCM 8161,gentamicin,1,-,2025-12-20_22:00:59
1110,25-30,1,I76IK_206P1,Staphylococcus aureus ATCC 29213 = CCM 4223,MIC,1,2,2025-12-20_22:00:59
1111,25-30,1,I76IK_206P1,Staphylococcus aureus ATCC 29213 = CCM 4223,MIC,2,2,2025-12-20_22:00:59
1112,25-30,1,I76IK_206P1,Staphylococcus aureus ATCC 29213 = CCM 4223,MIC,3,2,2025-12-20_22:00:59
1113,25-30,1,I76IK_206P1,Staphylococcus aureus ATCC 29213 = CCM 4223,MBC,1,2,2025-12-20_22:00:59
1114,25-30,1,I76IK_206P1,Staphylococcus aureus ATCC 29213 = CCM 4223,MBC,2,2,2025-12-20_22:00:59
1115,25-30,1,I76IK_206P1,Staphylococcus aureus ATCC 29213 = CCM 4223,MBC,3,2,2025-12-20_22:00:59
1116,25-30,1,I76IK_206P1,Staphylococcus aureus ATCC 29213 = CCM 4223,MICb,1,8,2025-12-20_22:00:59
1117,25-30,1,I76IK_206P1,Staphylococcus aureus ATCC 29213 = CCM 4223,MICb,2,8,2025-12-20_22:00:59
1118,25-30,1,I76IK_206P1,Staphylococcus aureus ATCC 29213 = CCM 4223,MICb,3,8,2025-12-20_22:00:59
1119,25-30,1,I76IK_206P1,Staphylococcus aureus ATCC 29213 = CCM 4223,gentamicin,1,0.5,2025-12-20_22:00:59
1120,25-30,2,I76IK_206P1,Enterococcus faecalis ATCC 29212 = CCM 4224,MIC,1,4,2025-12-20_22:00:59
1121,25-30,2,I76IK_206P1,Enterococcus faecalis ATCC 29212 = CCM 4224,MIC,2,4,2025-12-20_22:00:59
1122,25-30,2,I76IK_206P1,Enterococcus faecalis ATCC 29212 = CCM 4224,MIC,3,4,2025-12-20_22:00:59
1123,25-30,2,I76IK_206P1,Enterococcus faecalis ATCC 29212 = CCM 4224,MBC,1,8,2025-12-20_22:00:59
1124,25-30,2,I76IK_206P1,Enterococcus faecalis ATCC 29212 = CCM 4224,MBC,2,8,2025-12-20_22:00:59
1125,25-30,2,I76IK_206P1,Enterococcus faecalis ATCC 29212 = CCM 4224,MBC,3,8,2025-12-20_22:00:59
1126,25-30,2,I76IK_206P1,Enterococcus faecalis ATCC 29212 = CCM 4224,MICb,1,32,2025-12-20_22:00:59
1127,25-30,2,I76IK_206P1,Enterococcus faecalis ATCC 29212 = CCM 4224,MICb,2,32,2025-12-20_22:00:59
1128,25-30,2,I76IK_206P1,Enterococcus faecalis ATCC 29212 = CCM 4224,MICb,3,32,2025-12-20_22:00:59
1129,25-30,2,I76IK_206P1,Enterococcus faecalis ATCC 29212 = CCM 4224,gentamicin,1,1,2025-12-20_22:00:59
1130,25-30,3,I76IK_206P1,Escherichia coli ATCC 25922 = CCM 3954,MIC,1,4,2025-12-20_22:00:59
1131,25-30,3,I76IK_206P1,Escherichia coli ATCC 25922 = CCM 3954,MIC,2,4,2025-12-20_22:00:59
1132,25-30,3,I76IK_206P1,Escherichia coli ATCC 25922 = CCM 3954,MIC,3,8,2025-12-20_22:00:59
1133,25-30,3,I76IK_206P1,Escherichia coli ATCC 25922 = CCM 3954,MBC,1,4,2025-12-20_22:00:59
1134,25-30,3,I76IK_206P1,Escherichia coli ATCC 25922 = CCM 3954,MBC,2,4,2025-12-20_22:00:59
1135,25-30,3,I76IK_206P1,Escherichia coli ATCC 25922 = CCM 3954,MBC,3,8,2025-12-20_22:00:59
1136,25-30,3,I76IK_206P1,Escherichia coli ATCC 25922 = CCM 3954,MICb,1,64,2025-12-20_22:00:59
1137,25-30,3,I76IK_206P1,Escherichia coli ATCC 25922 = CCM 3954,MICb,2,64,2025-12-20_22:00:59
1138,25-30,3,I76IK_206P1,Escherichia coli ATCC 25922 = CCM 3954,MICb,3,64,2025-12-20_22:00:59
1139,25-30,3,I76IK_206P1,Escherichia coli ATCC 25922 = CCM 3954,gentamicin,1,-,2025-12-20_22:00:59
1140,25-30,4,I76IK_206P1,Pseudomonas aeruginosa ATCC 27853 = CCM 3955,MIC,1,16,2025-12-20_22:00:59
1141,25-30,4,I76IK_206P1,Pseudomonas aeruginosa ATCC 27853 = CCM 3955,MIC,2,16,2025-12-20_22:00:59
1142,25-30,4,I76IK_206P1,Pseudomonas aeruginosa ATCC 27853 = CCM 3955,MIC,3,16,2025-12-20_22:00:59
1143,25-30,4,I76IK_206P1,Pseudomonas aeruginosa ATCC 27853 = CCM 3955,MBC,1,32,2025-12-20_22:00:59
1144,25-30,4,I76IK_206P1,Pseudomonas aeruginosa ATCC 27853 = CCM 3955,MBC,2,64,2025-12-20_22:00:59
1145,25-30,4,I76IK_206P1,Pseudomonas aeruginosa ATCC 27853 = CCM 3955,MBC,3,64,2025-12-20_22:00:59
1146,25-30,4,I76IK_206P1,Pseudomonas aeruginosa ATCC 27853 = CCM 3955,MICb,1,128,2025-12-20_22:00:59
1147,25-30,4,I76IK_206P1,Pseudomonas aeruginosa ATCC 27853 = CCM 3955,MICb,2,128,2025-12-20_22:00:59
1148,25-30,4,I76IK_206P1,Pseudomonas aeruginosa ATCC 27853 = CCM 3955,MICb,3,128,2025-12-20_22:00:59
1149,25-30,4,I76IK_206P1,Pseudomonas aeruginosa ATCC 27853 = CCM 3955,gentamicin,1,-,2025-12-20_22:00:59
1150,25-30,5,I76IK_206P1,Staphylococcus epidermidis CCM 7221,MIC,1,0.5,2025-12-20_22:00:59
1151,25-30,5,I76IK_206P1,Staphylococcus epidermidis CCM 7221,MIC,2,1,2025-12-20_22:00:59
1152,25-30,5,I76IK_206P1,Staphylococcus epidermidis CCM 7221,MIC,3,1,2025-12-20_22:00:59
1153,25-30,5,I76IK_206P1,Staphylococcus epidermidis CCM 7221,MBC,1,1,2025-12-20_22:00:59
1154,25-30,5,I76IK_206P1,Staphylococcus epidermidis CCM 7221,MBC,2,2,2025-12-20_22:00:59
1155,25-30,5,I76IK_206P1,Staphylococcus epidermidis CCM 7221,MBC,3,2,2025-12-20_22:00:59
1156,25-30,5,I76IK_206P1,Staphylococcus epidermidis CCM 7221,MICb,1,-,2025-12-20_22:00:59
1157,25-30,5,I76IK_206P1,Staphylococcus epidermidis CCM 7221,MICb,2,-,2025-12-20_22:00:59
1158,25-30,5,I76IK_206P1,Staphylococcus epidermidis CCM 7221,MICb,3,-,2025-12-20_22:00:59
1159,25-30,5,I76IK_206P1,Staphylococcus epidermidis CCM 7221,gentamicin,1,-,2025-12-20_22:00:59
1160,25-30,6,I76IK_206P1,Staphylococcus aureus 4591,MIC,1,1,2025-12-20_22:00:59
1161,25-30,6,I76IK_206P1,Staphylococcus aureus 4591,MIC,2,1,2025-12-20_22:00:59
1162,25-30,6,I76IK_206P1,Staphylococcus aureus 4591,MIC,3,1,2025-12-20_22:00:59
1163,25-30,6,I76IK_206P1,Staphylococcus aureus 4591,MBC,1,2,2025-12-20_22:00:59
1164,25-30,6,I76IK_206P1,Staphylococcus aureus 4591,MBC,2,2,2025-12-20_22:00:59
1165,25-30,6,I76IK_206P1,Staphylococcus aureus 4591,MBC,3,2,2025-12-20_22:00:59
1166,25-30,6,I76IK_206P1,Staphylococcus aureus 4591,MICb,1,-,2025-12-20_22:00:59
1167,25-30,6,I76IK_206P1,Staphylococcus aureus 4591,MICb,2,-,2025-12-20_22:00:59
1168,25-30,6,I76IK_206P1,Staphylococcus aureus 4591,MICb,3,-,2025-12-20_22:00:59
1169,25-30,6,I76IK_206P1,Staphylococcus aureus 4591,gentamicin,1,-,2025-12-20_22:00:59
1170,25-30,7,I76IK_206P1,Enterococcus faecium 419/ANA ,MIC,1,64,2025-12-20_22:00:59
1171,25-30,7,I76IK_206P1,Enterococcus faecium 419/ANA ,MIC,2,64,2025-12-20_22:00:59
1172,25-30,7,I76IK_206P1,Enterococcus faecium 419/ANA ,MIC,3,128,2025-12-20_22:00:59
1173,25-30,7,I76IK_206P1,Enterococcus faecium 419/ANA ,MBC,1,128,2025-12-20_22:00:59
1174,25-30,7,I76IK_206P1,Enterococcus faecium 419/ANA ,MBC,2,128,2025-12-20_22:00:59
1175,25-30,7,I76IK_206P1,Enterococcus faecium 419/ANA ,MBC,3,128,2025-12-20_22:00:59
1176,25-30,7,I76IK_206P1,Enterococcus faecium 419/ANA ,MICb,1,-,2025-12-20_22:00:59
1177,25-30,7,I76IK_206P1,Enterococcus faecium 419/ANA ,MICb,2,-,2025-12-20_22:00:59
1178,25-30,7,I76IK_206P1,Enterococcus faecium 419/ANA ,MICb,3,-,2025-12-20_22:00:59
1179,25-30,7,I76IK_206P1,Enterococcus faecium 419/ANA ,gentamicin,1,-,2025-12-20_22:00:59
1180,25-30,8,I76IK_206P1,Escherichia coli CE5556 ,MIC,1,8,2025-12-20_22:00:59
1181,25-30,8,I76IK_206P1,Escherichia coli CE5556 ,MIC,2,8,2025-12-20_22:00:59
1182,25-30,8,I76IK_206P1,Escherichia coli CE5556 ,MIC,3,8,2025-12-20_22:00:59
1183,25-30,8,I76IK_206P1,Escherichia coli CE5556 ,MBC,1,32,2025-12-20_22:00:59
1184,25-30,8,I76IK_206P1,Escherichia coli CE5556 ,MBC,2,32,2025-12-20_22:00:59
1185,25-30,8,I76IK_206P1,Escherichia coli CE5556 ,MBC,3,64,2025-12-20_22:00:59
1186,25-30,8,I76IK_206P1,Escherichia coli CE5556 ,MICb,1,-,2025-12-20_22:00:59
1187,25-30,8,I76IK_206P1,Escherichia coli CE5556 ,MICb,2,-,2025-12-20_22:00:59
1188,25-30,8,I76IK_206P1,Escherichia coli CE5556 ,MICb,3,-,2025-12-20_22:00:59
1189,25-30,8,I76IK_206P1,Escherichia coli CE5556 ,gentamicin,1,-,2025-12-20_22:00:59
1190,25-30,9,I76IK_206P1,Escherichia coli 20574/C,MIC,1,32,2025-12-20_22:00:59
1191,25-30,9,I76IK_206P1,Escherichia coli 20574/C,MIC,2,32,2025-12-20_22:00:59
1192,25-30,9,I76IK_206P1,Escherichia coli 20574/C,MIC,3,32,2025-12-20_22:00:59
1193,25-30,9,I76IK_206P1,Escherichia coli 20574/C,MBC,1,64,2025-12-20_22:00:59
1194,25-30,9,I76IK_206P1,Escherichia coli 20574/C,MBC,2,64,2025-12-20_22:00:59
1195,25-30,9,I76IK_206P1,Escherichia coli 20574/C,MBC,3,64,2025-12-20_22:00:59
1196,25-30,9,I76IK_206P1,Escherichia coli 20574/C,MICb,1,-,2025-12-20_22:00:59
1197,25-30,9,I76IK_206P1,Escherichia coli 20574/C,MICb,2,-,2025-12-20_22:00:59
1198,25-30,9,I76IK_206P1,Escherichia coli 20574/C,MICb,3,-,2025-12-20_22:00:59
1199,25-30,9,I76IK_206P1,Escherichia coli 20574/C,gentamicin,1,-,2025-12-20_22:00:59
1200,25-30,10,I76IK_206P1,Pseudomonas aeruginosa R,MIC,1,8,2025-12-20_22:00:59
1201,25-30,10,I76IK_206P1,Pseudomonas aeruginosa R,MIC,2,16,2025-12-20_22:00:59
1202,25-30,10,I76IK_206P1,Pseudomonas aeruginosa R,MIC,3,16,2025-12-20_22:00:59
1203,25-30,10,I76IK_206P1,Pseudomonas aeruginosa R,MBC,1,32,2025-12-20_22:00:59
1204,25-30,10,I76IK_206P1,Pseudomonas aeruginosa R,MBC,2,32,2025-12-20_22:00:59
1205,25-30,10,I76IK_206P1,Pseudomonas aeruginosa R,MBC,3,32,2025-12-20_22:00:59
1206,25-30,10,I76IK_206P1,Pseudomonas aeruginosa R,MICb,1,-,2025-12-20_22:00:59
1207,25-30,10,I76IK_206P1,Pseudomonas aeruginosa R,MICb,2,-,2025-12-20_22:00:59
1208,25-30,10,I76IK_206P1,Pseudomonas aeruginosa R,MICb,3,-,2025-12-20_22:00:59
1209,25-30,10,I76IK_206P1,Pseudomonas aeruginosa R,gentamicin,1,-,2025-12-20_22:00:59
1210,25-30,11,I76IK_206P1,Proteus mirabilis 16585/B,MIC,1,>128,2025-12-20_22:00:59
1211,25-30,11,I76IK_206P1,Proteus mirabilis 16585/B,MIC,2,>128,2025-12-20_22:00:59
1212,25-30,11,I76IK_206P1,Proteus mirabilis 16585/B,MIC,3,>128,2025-12-20_22:00:59
1213,25-30,11,I76IK_206P1,Proteus mirabilis 16585/B,MBC,1,>128,2025-12-20_22:00:59
1214,25-30,11,I76IK_206P1,Proteus mirabilis 16585/B,MBC,2,>128,2025-12-20_22:00:59
1215,25-30,11,I76IK_206P1,Proteus mirabilis 16585/B,MBC,3,>128,2025-12-20_22:00:59
1216,25-30,11,I76IK_206P1,Proteus mirabilis 16585/B,MICb,1,-,2025-12-20_22:00:59
1217,25-30,11,I76IK_206P1,Proteus mirabilis 16585/B,MICb,2,-,2025-12-20_22:00:59
1218,25-30,11,I76IK_206P1,Proteus mirabilis 16585/B,MICb,3,-,2025-12-20_22:00:59
1219,25-30,11,I76IK_206P1,Proteus mirabilis 16585/B,gentamicin,1,-,2025-12-20_22:00:59
1220,25-30,12,I76IK_206P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MIC,1,8,2025-12-20_22:00:59
1221,25-30,12,I76IK_206P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MIC,2,8,2025-12-20_22:00:59
1222,25-30,12,I76IK_206P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MIC,3,8,2025-12-20_22:00:59
1223,25-30,12,I76IK_206P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MBC,1,8,2025-12-20_22:00:59
1224,25-30,12,I76IK_206P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MBC,2,8,2025-12-20_22:00:59
1225,25-30,12,I76IK_206P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MBC,3,8,2025-12-20_22:00:59
1226,25-30,12,I76IK_206P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MICb,1,-,2025-12-20_22:00:59
1227,25-30,12,I76IK_206P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MICb,2,-,2025-12-20_22:00:59
1228,25-30,12,I76IK_206P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),MICb,3,-,2025-12-20_22:00:59
1229,25-30,12,I76IK_206P1,Escherichia coli NCTC 13846 = CCM 8874 (COL R),gentamicin,1,-,2025-12-20_22:00:59
1230,25-30,13,I76IK_206P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),MIC,1,>128,2025-12-20_22:00:59
1231,25-30,13,I76IK_206P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),MIC,2,>128,2025-12-20_22:00:59
1232,25-30,13,I76IK_206P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),MIC,3,>128,2025-12-20_22:00:59
1233,25-30,13,I76IK_206P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),MBC,1,>128,2025-12-20_22:00:59
1234,25-30,13,I76IK_206P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),MBC,2,>128,2025-12-20_22:00:59
1235,25-30,13,I76IK_206P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),MBC,3,>128,2025-12-20_22:00:59
1236,25-30,13,I76IK_206P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),MICb,1,-,2025-12-20_22:00:59
1237,25-30,13,I76IK_206P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),MICb,2,-,2025-12-20_22:00:59
1238,25-30,13,I76IK_206P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),MICb,3,-,2025-12-20_22:00:59
1239,25-30,13,I76IK_206P1,Klebsiella pneumoniae NCTC 13438 (KPC-3),gentamicin,1,-,2025-12-20_22:00:59
1240,25-30,14,I76IK_206P1,Klebsiella pneumoniae NCTC 13443 (NDM-1),MIC,1,>128,2025-12-20_22:00:59
1241,25-30,14,I76IK_206P1,Klebsiella pneumoniae NCTC 13443 (NDM-1),MIC,2,>128,2025-12-20_22:00:59
1242,25-30,14,I76IK_206P1,Klebsiella pneumoniae NCTC 13443 (NDM-1),MIC,3,>128,2025-12-20_22:00:59
1243,25-30,14,I76IK_206P1,Klebsiella pneumoniae NCTC 13443 (NDM-1),MBC,1,>128,2025-12-20_22:00:59
1244,25-30,14,I76IK_206P1,Klebsiella pneumoniae NCTC 13443 (NDM-1),MBC,2,>128,2025-12-20_22:00:59
1245,25-30,14,I76IK_206P1,Klebsiella pneumoniae NCTC 13443 (NDM-1),MBC,3,>128,2025-12-20_22:00:59
1246,25-30,14,I76IK_206P1,Klebsiella pneumoniae NCTC 13443 (NDM-1),MICb,1,-,2025-12-20_22:00:59
1247,25-30,14,I76IK_206P1,Klebsiella pneumoniae NCTC 13443 (NDM-1),MICb,2,-,2025-12-20_22:00:59
1248,25-30,14,I76IK_206P1,Klebsiella pneumoniae NCTC 13443 (NDM-1),MICb,3,-,2025-12-20_22:00:59
1249,25-30,14,I76IK_206P1,Klebsiella pneumoniae NCTC 13443 (NDM-1),gentamicin,1,-,2025-12-20_22:00:59
1250,25-30,15,I76IK_206P1,Acinetobacter baumannii NCTC 13301 (OXA-23 + OXA-51-like),MIC,1,>128,2025-12-20_22:00:59
1251,25-30,15,I76IK_206P1,Acinetobacter baumannii NCTC 13301 (OXA-23 + OXA-51-like),MIC,2,>128,2025-12-20_22:00:59
1252,25-30,15,I76IK_206P1,Acinetobacter baumannii NCTC 13301 (OXA-23 + OXA-51-like),MIC,3,>128,2025-12-20_22:00:59
1253,25-30,15,I76IK_206P1,Acinetobacter baumannii NCTC 13301 (OXA-23 + OXA-51-like),MBC,1,>128,2025-12-20_22:00:59
1254,25-30,15,I76IK_206P1,Acinetobacter baumannii NCTC 13301 (OXA-23 + OXA-51-like),MBC,2,>128,2025-12-20_22:00:59
1255,25-30,15,I76IK_206P1,Acinetobacter baumannii NCTC 13301 (OXA-23 + OXA-51-like),MBC,3,>128,2025-12-20_22:00:59
